strategy_name,total_patients_processed,mean_wait_time_minutes,max_wait_time_minutes,nurse_utilization_percent,machine_utilization_percent,avg_session_time_minutes,sessions_truncated_count,failed_patients_count
FIXED,18,59.0,135.0,0.2222222222222222,0.34649122807017546,222.0,6,10
FIFO,18,45.0625,79.0,0.4444444444444444,0.6497222222222222,230.625,6,2
FIXED,18,64.88888888888889,107.0,0.25,0.36777777777777776,220.0,6,9
FIFO,18,18.11111111111111,35.0,0.3333333333333333,0.6905555555555556,238.11111111111111,3,0
FIXED,18,60.25,118.0,0.2962962962962963,0.6480555555555556,224.0625,9,2
FIFO,18,9.166666666666666,36.0,0.3333333333333333,0.7011695906432749,237.33333333333334,4,0
FIXED,18,55.84615384615385,139.0,0.24074074074074073,0.5426900584795321,223.15384615384616,9,5
FIFO,18,6.555555555555555,19.0,0.25,0.6663888888888889,240.0,0,0
FIXED,18,39.666666666666664,96.0,0.25,0.7070833333333333,236.22222222222223,5,0
FIFO,18,17.77777777777778,29.0,0.3333333333333333,0.66875,237.77777777777777,3,0
FIXED,18,62.8235294117647,139.0,0.3148148148148148,0.6708333333333333,222.35294117647058,9,1
FIFO,16,3.75,14.0,0.2222222222222222,0.5861111111111111,240.0,0,0
FIXED,16,38.5,106.0,0.2222222222222222,0.6198611111111111,233.625,6,0
FIFO,16,7.6875,19.0,0.2962962962962963,0.625438596491228,239.6875,1,0
FIXED,16,60.285714285714285,125.0,0.25925925925925924,0.6004385964912281,219.85714285714286,9,2
FIFO,16,26.375,58.0,0.4444444444444444,0.6109722222222222,228.5625,6,0
FIXED,16,34.416666666666664,111.0,0.3333333333333333,0.45263888888888887,224.0,6,4
FIFO,18,35.642857142857146,62.0,0.3888888888888889,0.5548611111111111,229.71428571428572,6,4
FIXED,18,59.888888888888886,105.0,0.25,0.3556944444444444,220.33333333333334,6,9
FIFO,16,31.125,66.0,0.4444444444444444,0.6194444444444445,227.625,6,0
FIXED,16,56.1,110.0,0.2777777777777778,0.39652777777777776,221.7,6,6
FIFO,16,21.6875,50.0,0.4444444444444444,0.6063888888888889,231.1875,5,0
FIXED,16,64.81818181818181,123.0,0.3055555555555556,0.4523611111111111,219.0,6,5
FIFO,17,29.6,63.0,0.4166666666666667,0.5758333333333333,229.8,6,2
FIXED,17,63.375,99.0,0.2222222222222222,0.3098611111111111,220.875,6,9
FIFO,18,25.1875,47.0,0.4444444444444444,0.61375,231.0,6,2
FIXED,18,43.0,134.0,0.2777777777777778,0.3908333333333333,222.0,6,8
FIFO,17,47.5625,95.0,0.4444444444444444,0.6205555555555555,229.3125,6,1
FIXED,17,63.833333333333336,150.0,0.3333333333333333,0.4688888888888889,223.25,6,5
FIFO,16,11.5,23.0,0.2962962962962963,0.5986111111111111,238.5,3,0
FIXED,16,57.5,125.0,0.25925925925925924,0.5547222222222222,219.42857142857142,9,2
FIFO,16,33.875,65.0,0.4444444444444444,0.6269444444444444,228.375,6,0
FIXED,16,49.63636363636363,119.0,0.3055555555555556,0.4365277777777778,221.72727272727272,6,5
FIFO,17,5.235294117647059,16.0,0.2361111111111111,0.6240277777777777,239.05882352941177,3,0
FIXED,17,42.411764705882355,128.0,0.2361111111111111,0.6722222222222223,226.2941176470588,10,0
FIFO,16,10.6875,24.0,0.2962962962962963,0.620906432748538,239.0625,2,0
FIXED,16,51.6,140.0,0.2777777777777778,0.6157894736842106,227.2,7,1
FIFO,18,4.777777777777778,12.0,0.25,0.6559722222222222,239.88888888888889,1,0
FIXED,18,60.625,117.0,0.2222222222222222,0.63625,220.875,12,2
FIFO,16,3.25,9.0,0.2222222222222222,0.585,240.0,0,0
FIXED,16,44.5625,100.0,0.2222222222222222,0.6423611111111112,232.0625,7,0
FIFO,17,39.0625,74.0,0.4444444444444444,0.7050925925925926,228.5625,6,1
FIXED,17,61.72727272727273,129.0,0.3055555555555556,0.49398148148148147,223.0909090909091,6,6
FIFO,16,9.0,25.0,0.2222222222222222,0.5944444444444444,238.5,3,0
FIXED,16,34.75,100.0,0.2222222222222222,0.6126388888888888,230.625,7,0
FIFO,17,10.470588235294118,29.0,0.3148148148148148,0.6366666666666667,239.2941176470588,2,0
FIXED,17,62.294117647058826,103.0,0.3148148148148148,0.6836111111111111,221.2941176470588,9,0
FIFO,18,13.88888888888889,36.0,0.3333333333333333,0.6688888888888889,234.0,6,0
FIXED,18,48.23076923076923,108.0,0.24074074074074073,0.5008333333333334,216.0,9,5
FIFO,16,1.8125,10.0,0.2222222222222222,0.5809722222222222,240.0,0,0
FIXED,16,53.0625,134.0,0.2222222222222222,0.6255555555555555,226.375,10,0
FIFO,17,20.125,60.0,0.4444444444444444,0.6029166666666667,231.1875,6,1
FIXED,17,45.44444444444444,76.0,0.25,0.34930555555555554,220.66666666666666,6,8
FIFO,16,17.9375,29.0,0.2962962962962963,0.6381578947368421,239.4375,1,0
FIXED,16,64.86666666666666,148.0,0.2777777777777778,0.6448830409356725,224.93333333333334,8,1
FIFO,16,11.125,19.0,0.2962962962962963,0.6975490196078431,239.875,1,0
FIXED,16,64.07692307692308,134.0,0.24074074074074073,0.6259803921568627,226.15384615384616,7,3
FIFO,18,3.7777777777777777,14.0,0.25,0.6569444444444444,240.0,0,0
FIXED,18,50.388888888888886,112.0,0.25,0.7106944444444444,230.0,8,0
FIFO,16,1.875,11.0,0.2222222222222222,0.58125,240.0,0,0
FIXED,16,40.75,109.0,0.2222222222222222,0.6247222222222222,234.5,6,0
FIFO,17,3.5294117647058822,14.0,0.2361111111111111,0.6222222222222222,240.0,0,0
FIXED,17,41.76470588235294,119.0,0.2361111111111111,0.6665277777777778,231.05882352941177,8,0
FIFO,18,9.88888888888889,26.0,0.25,0.6904970760233918,239.66666666666666,2,0
FIXED,18,64.41176470588235,126.0,0.2361111111111111,0.7124269005847953,221.2941176470588,12,1
FIFO,16,27.375,70.0,0.4444444444444444,0.6108333333333333,228.1875,6,0
FIXED,16,64.33333333333333,138.0,0.25,0.3590277777777778,221.66666666666666,6,7
FIFO,18,31.4375,68.0,0.4444444444444444,0.6247222222222222,229.6875,6,2
FIXED,18,56.4,102.0,0.2777777777777778,0.40402777777777776,222.0,6,8
FIFO,16,29.714285714285715,64.0,0.3888888888888889,0.5441666666666667,230.14285714285714,6,2
FIXED,16,48.18181818181818,100.0,0.3055555555555556,0.42819444444444443,222.27272727272728,6,5
FIFO,16,22.75,61.0,0.4444444444444444,0.631140350877193,227.25,6,0
FIXED,16,49.4,136.0,0.2777777777777778,0.4077485380116959,221.7,6,6
FIFO,18,27.4375,67.0,0.4444444444444444,0.6421052631578947,227.0625,6,2
FIXED,18,54.111111111111114,96.0,0.25,0.3701754385964912,224.0,6,9
FIFO,18,28.25,55.0,0.4444444444444444,0.6154166666666666,228.9375,6,2
FIXED,18,44.333333333333336,115.0,0.25,0.35055555555555556,223.0,6,9
FIFO,18,14.833333333333334,34.0,0.3333333333333333,0.6726388888888889,235.94444444444446,5,0
FIXED,18,54.285714285714285,139.0,0.25925925925925924,0.5390277777777778,220.71428571428572,9,4
FIFO,17,8.0,19.0,0.3148148148148148,0.6306944444444444,239.23529411764707,2,0
FIXED,17,63.38461538461539,129.0,0.24074074074074073,0.5279166666666667,219.23076923076923,9,4
FIFO,18,15.055555555555555,22.0,0.25,0.6688888888888889,240.0,0,0
FIXED,18,63.888888888888886,121.0,0.25,0.7290277777777778,225.77777777777777,10,0
FIFO,16,21.625,54.0,0.4444444444444444,0.6339181286549708,230.0625,6,0
FIXED,16,61.333333333333336,101.0,0.25,0.37514619883040934,219.66666666666666,6,7
FIFO,18,30.666666666666668,49.0,0.3333333333333333,0.68125,233.22222222222223,6,0
FIXED,18,63.06666666666667,148.0,0.2777777777777778,0.5855555555555556,221.0,9,3
FIFO,16,24.5625,65.0,0.4444444444444444,0.6375730994152047,228.0,6,0
FIXED,16,44.0,110.0,0.3055555555555556,0.4517543859649123,222.8181818181818,6,5
FIFO,17,6.588235294117647,17.0,0.3148148148148148,0.6288888888888889,239.76470588235293,2,0
FIXED,17,60.875,135.0,0.2962962962962963,0.6419444444444444,222.5625,9,1
FIFO,17,7.9411764705882355,22.0,0.2361111111111111,0.6589181286549708,240.0,0,0
FIXED,17,41.4375,93.0,0.2222222222222222,0.6570175438596492,234.3125,7,1
FIFO,17,31.75,72.0,0.4444444444444444,0.6240277777777777,229.5,6,1
FIXED,17,67.54545454545455,132.0,0.3055555555555556,0.44972222222222225,220.9090909090909,6,6
FIFO,18,1.6666666666666667,13.0,0.25,0.6526388888888889,240.0,0,0
FIXED,18,64.41176470588235,145.0,0.2361111111111111,0.6606944444444445,222.35294117647058,12,1
FIFO,16,10.375,28.0,0.2962962962962963,0.6283625730994152,238.25,3,0
FIXED,16,51.6,125.0,0.2777777777777778,0.6257309941520468,222.4,9,1
FIFO,17,5.411764705882353,15.0,0.2361111111111111,0.62375,238.88235294117646,2,0
FIXED,17,30.176470588235293,107.0,0.2361111111111111,0.6518055555555555,233.1764705882353,6,0
FIFO,18,16.5,36.0,0.3333333333333333,0.6854166666666667,237.66666666666666,3,0
FIXED,18,58.0625,134.0,0.2962962962962963,0.6402777777777777,222.1875,9,2
FIFO,17,12.117647058823529,35.0,0.3148148148148148,0.6331944444444444,236.58823529411765,4,0
FIXED,17,58.07692307692308,113.0,0.24074074074074073,0.5023611111111111,219.92307692307693,9,4
FIFO,17,34.8125,64.0,0.4444444444444444,0.62625,229.5,6,1
FIXED,17,60.2,114.0,0.2777777777777778,0.40055555555555555,221.1,6,7
FIFO,18,12.833333333333334,28.0,0.3333333333333333,0.6716666666666666,237.72222222222223,3,0
FIXED,18,67.84615384615384,133.0,0.24074074074074073,0.5226388888888889,217.3846153846154,9,5
FIFO,16,8.125,14.0,0.2962962962962963,0.5881944444444445,239.75,1,0
FIXED,16,60.857142857142854,114.0,0.25925925925925924,0.5386111111111112,224.35714285714286,9,2
FIFO,16,32.06666666666667,66.0,0.4166666666666667,0.6133040935672515,227.6,6,1
FIXED,16,45.083333333333336,105.0,0.3333333333333333,0.49736842105263157,223.0,6,4
FIFO,16,3.5625,11.0,0.2222222222222222,0.5851388888888889,240.0,0,0
FIXED,16,54.5625,119.0,0.2222222222222222,0.6502777777777777,229.25,8,0
FIFO,16,32.0,68.0,0.4444444444444444,0.6180555555555556,226.3125,6,0
FIXED,16,55.3,125.0,0.2777777777777778,0.38819444444444445,220.8,6,6
FIFO,16,28.125,58.0,0.4444444444444444,0.6201388888888889,231.75,5,0
FIXED,16,59.18181818181818,151.0,0.3055555555555556,0.45708333333333334,223.36363636363637,6,5
FIFO,17,4.529411764705882,14.0,0.2361111111111111,0.61625,239.11764705882354,2,0
FIXED,17,59.411764705882355,130.0,0.2361111111111111,0.6758333333333333,222.8235294117647,11,0
FIFO,16,2.5625,10.0,0.2222222222222222,0.5834722222222222,240.0,0,0
FIXED,16,38.6875,100.0,0.2222222222222222,0.6323611111111112,233.75,7,0
FIFO,18,19.88888888888889,39.0,0.3333333333333333,0.6765277777777777,237.77777777777777,3,0
FIXED,18,53.625,111.0,0.2962962962962963,0.6309722222222223,226.6875,9,2
FIFO,18,42.705882352941174,75.0,0.4722222222222222,0.7190058479532164,228.35294117647058,6,1
FIXED,18,77.0,125.0,0.2222222222222222,0.34342105263157896,220.875,6,10
FIFO,17,33.8,70.0,0.4166666666666667,0.58375,226.4,6,2
FIXED,17,57.125,97.0,0.2222222222222222,0.32611111111111113,220.125,6,9
FIFO,18,35.5,73.0,0.4444444444444444,0.6279166666666667,227.4375,6,2
FIXED,18,46.0,122.0,0.3055555555555556,0.43180555555555555,227.45454545454547,6,7
FIFO,17,14.058823529411764,32.0,0.2361111111111111,0.62,240.0,0,0
FIXED,17,73.94117647058823,135.0,0.2361111111111111,0.6993055555555555,225.47058823529412,10,0
FIFO,16,9.8125,27.0,0.2962962962962963,0.5906944444444444,236.0,5,0
FIXED,16,49.642857142857146,151.0,0.25925925925925924,0.5493055555555556,220.5,9,2
FIFO,17,20.0,34.0,0.2361111111111111,0.6220833333333333,240.0,0,0
FIXED,17,60.0,124.0,0.2361111111111111,0.6579166666666667,231.64705882352942,8,0
FIFO,18,3.4444444444444446,16.0,0.25,0.6533333333333333,238.83333333333334,3,0
FIXED,18,44.666666666666664,116.0,0.25,0.7005555555555556,225.33333333333334,10,0
FIFO,16,5.1875,22.0,0.2222222222222222,0.5861111111111111,238.5625,2,0
FIXED,16,39.125,115.0,0.2222222222222222,0.6155555555555555,228.75,8,0
FIFO,18,1.8333333333333333,11.0,0.25,0.6544444444444445,240.0,0,0
FIXED,18,52.111111111111114,122.0,0.25,0.7219444444444445,227.44444444444446,10,0
FIFO,16,1.0,6.0,0.2222222222222222,0.6099415204678362,240.0,0,0
FIXED,16,24.933333333333334,79.0,0.20833333333333334,0.6014619883040936,237.8,3,1
FIFO,17,3.0588235294117645,12.0,0.2361111111111111,0.6184722222222222,240.0,0,0
FIXED,17,48.529411764705884,105.0,0.2361111111111111,0.6666666666666666,228.1764705882353,9,0
FIFO,16,4.1875,10.0,0.2222222222222222,0.6130116959064328,240.0,0,0
FIXED,16,39.2,92.0,0.20833333333333334,0.6125730994152047,232.93333333333334,6,1
FIFO,16,0.0625,1.0,0.2222222222222222,0.5777777777777777,240.0,0,0
FIXED,16,44.5,114.0,0.2222222222222222,0.6248611111111111,228.5625,9,0
FIFO,16,3.1875,14.0,0.2222222222222222,0.58,240.0,0,0
FIXED,16,48.8125,110.0,0.2222222222222222,0.6155555555555555,231.0,7,0
FIFO,17,9.882352941176471,30.0,0.3148148148148148,0.6343055555555556,239.23529411764707,2,0
FIXED,17,67.14285714285714,130.0,0.25925925925925924,0.5594444444444444,217.71428571428572,9,3
FIFO,18,29.1875,70.0,0.4444444444444444,0.6151388888888889,227.625,6,2
FIXED,18,61.75,134.0,0.2222222222222222,0.3161111111111111,220.5,6,10
FIFO,16,5.9375,18.0,0.2962962962962963,0.6187134502923977,238.5625,2,0
FIXED,16,57.357142857142854,122.0,0.25925925925925924,0.579093567251462,219.42857142857142,9,2
FIFO,18,45.0,75.0,0.4444444444444444,0.6491666666666667,230.25,6,2
FIXED,18,71.4,145.0,0.2777777777777778,0.41805555555555557,222.9,6,8
FIFO,16,2.9375,10.0,0.2222222222222222,0.5841666666666666,240.0,0,0
FIXED,16,40.375,100.0,0.2222222222222222,0.62625,235.5625,5,0
FIFO,18,8.055555555555555,20.0,0.25,0.6947368421052632,240.0,0,0
FIXED,18,50.35294117647059,113.0,0.2361111111111111,0.6885964912280702,228.7058823529412,8,1
FIFO,18,5.888888888888889,16.0,0.25,0.6633333333333333,240.0,0,0
FIXED,18,40.05555555555556,133.0,0.25,0.7020833333333333,232.94444444444446,6,0
FIFO,17,28.5,63.0,0.4444444444444444,0.651608187134503,230.625,6,1
FIXED,17,60.3,115.0,0.2777777777777778,0.4283625730994152,221.1,6,7
FIFO,18,32.3125,72.0,0.4444444444444444,0.6559941520467836,228.375,6,2
FIXED,18,58.90909090909091,115.0,0.3055555555555556,0.4656432748538012,223.63636363636363,6,7
FIFO,16,27.3125,57.0,0.4444444444444444,0.6155555555555555,229.6875,6,0
FIXED,16,61.45454545454545,125.0,0.3055555555555556,0.43833333333333335,223.9090909090909,6,5
FIFO,17,11.411764705882353,32.0,0.3148148148148148,0.6323611111111112,238.64705882352942,2,0
FIXED,17,67.0,153.0,0.24074074074074073,0.5148611111111111,214.6153846153846,9,4
FIFO,18,40.1875,66.0,0.4444444444444444,0.6258333333333334,228.375,6,2
FIXED,18,45.666666666666664,125.0,0.3333333333333333,0.4666666666666667,222.75,6,6
FIFO,18,28.8125,56.0,0.4444444444444444,0.6181944444444445,230.0625,6,2
FIXED,18,61.22222222222222,145.0,0.25,0.3645833333333333,219.66666666666666,6,9
FIFO,18,6.833333333333333,18.0,0.25,0.7325617283950617,239.38888888888889,1,0
FIXED,18,53.294117647058826,113.0,0.2361111111111111,0.7405864197530864,225.47058823529412,9,1
FIFO,16,4.75,23.0,0.2962962962962963,0.6121345029239766,236.9375,4,0
FIXED,16,50.285714285714285,114.0,0.25925925925925924,0.5849415204678362,221.57142857142858,9,2
FIFO,18,22.0625,61.0,0.4444444444444444,0.60125,228.9375,6,2
FIXED,18,41.666666666666664,136.0,0.25,0.34152777777777776,219.33333333333334,6,9
FIFO,16,32.75,61.0,0.4444444444444444,0.6104166666666667,229.875,6,0
FIXED,16,65.3,142.0,0.2777777777777778,0.3883333333333333,221.7,6,6
FIFO,17,33.5625,65.0,0.4444444444444444,0.6095833333333334,228.9375,6,1
FIXED,17,71.44444444444444,129.0,0.25,0.35680555555555554,218.66666666666666,6,8
FIFO,18,3.2222222222222223,14.0,0.25,0.6916666666666667,239.61111111111111,1,0
FIXED,18,48.27777777777778,121.0,0.25,0.7482456140350877,224.5,11,0
FIFO,17,13.352941176470589,31.0,0.3148148148148148,0.6347222222222222,239.64705882352942,2,0
FIXED,17,65.88235294117646,160.0,0.3148148148148148,0.6758333333333333,221.64705882352942,9,0
FIFO,18,36.25,66.0,0.4444444444444444,0.6309722222222223,229.125,6,2
FIXED,18,62.5,143.0,0.2777777777777778,0.3947222222222222,223.5,6,8
FIFO,18,2.111111111111111,10.0,0.25,0.6880116959064327,239.33333333333334,2,0
FIXED,18,54.705882352941174,119.0,0.2361111111111111,0.7111111111111111,221.64705882352942,11,1
FIFO,18,30.625,60.0,0.4444444444444444,0.6175,228.375,6,2
FIXED,18,47.583333333333336,99.0,0.3333333333333333,0.47125,224.5,6,6
FIFO,16,31.5625,61.0,0.4444444444444444,0.6213888888888889,228.75,6,0
FIXED,16,48.27272727272727,80.0,0.3055555555555556,0.42527777777777775,224.1818181818182,6,5
FIFO,17,8.0,29.0,0.3148148148148148,0.6297222222222222,238.7058823529412,2,0
FIXED,17,51.470588235294116,149.0,0.3148148148148148,0.6665277777777778,224.2941176470588,9,0
FIFO,16,8.8125,24.0,0.2962962962962963,0.5947222222222223,238.8125,3,0
FIXED,16,51.125,97.0,0.2962962962962963,0.6322222222222222,222.75,9,0
FIFO,17,9.529411764705882,19.0,0.2361111111111111,0.61875,240.0,0,0
FIXED,17,65.94117647058823,122.0,0.2361111111111111,0.69,226.41176470588235,10,0
FIFO,17,32.0,61.0,0.4444444444444444,0.6223611111111111,228.1875,6,1
FIXED,17,38.888888888888886,90.0,0.25,0.34402777777777777,221.33333333333334,6,8
FIFO,18,6.888888888888889,32.0,0.25,0.6543055555555556,240.0,0,0
FIXED,18,54.27777777777778,104.0,0.25,0.70875,227.5,10,0
FIFO,18,47.125,87.0,0.4444444444444444,0.6552777777777777,231.5625,6,2
FIXED,18,72.0909090909091,131.0,0.3055555555555556,0.45,219.0,6,7
FIFO,18,3.4444444444444446,12.0,0.25,0.6555555555555556,240.0,0,0
FIXED,18,44.0,107.0,0.25,0.7027777777777777,228.66666666666666,8,0
FIFO,17,7.470588235294118,19.0,0.3148148148148148,0.6269444444444444,239.41176470588235,2,0
FIXED,17,69.23076923076923,139.0,0.24074074074074073,0.5323611111111111,220.3846153846154,9,4
FIFO,18,13.5,23.0,0.3333333333333333,0.6766666666666666,238.05555555555554,3,0
FIXED,18,67.57142857142857,133.0,0.25925925925925924,0.5570833333333334,220.28571428571428,9,4
FIFO,16,29.2,62.0,0.4166666666666667,0.5733333333333334,226.0,6,1
FIXED,16,43.4,119.0,0.2777777777777778,0.38569444444444445,220.2,6,6
FIFO,17,14.882352941176471,27.0,0.3148148148148148,0.6402777777777777,238.64705882352942,2,0
FIXED,17,60.875,127.0,0.2962962962962963,0.6461111111111111,221.0625,9,1
FIFO,18,6.833333333333333,18.0,0.25,0.7016081871345029,239.77777777777777,1,0
FIXED,18,29.176470588235293,99.0,0.2361111111111111,0.6845029239766082,233.1764705882353,6,1
FIFO,17,3.7058823529411766,15.0,0.2361111111111111,0.6172222222222222,240.0,0,0
FIXED,17,51.23529411764706,125.0,0.2361111111111111,0.6579166666666667,226.58823529411765,10,0
FIFO,16,26.0625,55.0,0.4444444444444444,0.61375,230.25,6,0
FIXED,16,50.90909090909091,115.0,0.3055555555555556,0.42916666666666664,228.27272727272728,6,5
FIFO,16,31.9375,57.0,0.4444444444444444,0.6241666666666666,228.9375,6,0
FIXED,16,47.0,134.0,0.2777777777777778,0.39013888888888887,224.7,6,6
FIFO,18,5.277777777777778,17.0,0.25,0.6515277777777778,239.88888888888889,1,0
FIXED,18,49.22222222222222,92.0,0.25,0.69,227.72222222222223,9,0
FIFO,18,3.6666666666666665,12.0,0.25,0.6575,240.0,0,0
FIXED,18,52.388888888888886,138.0,0.25,0.7122222222222222,226.38888888888889,10,0
FIFO,18,2.6666666666666665,16.0,0.25,0.6548611111111111,240.0,0,0
FIXED,18,53.166666666666664,138.0,0.25,0.7273611111111111,229.44444444444446,8,0
FIFO,16,7.25,25.0,0.2962962962962963,0.5920833333333333,239.4375,1,0
FIXED,16,57.266666666666666,114.0,0.2777777777777778,0.6013888888888889,223.2,9,1
FIFO,17,10.235294117647058,18.0,0.3148148148148148,0.666374269005848,238.7058823529412,2,0
FIXED,17,46.5,119.0,0.2962962962962963,0.6557017543859649,226.375,8,1
FIFO,18,5.555555555555555,15.0,0.25,0.6630555555555555,240.0,0,0
FIXED,18,52.44444444444444,118.0,0.25,0.7198611111111111,229.44444444444446,8,0
FIFO,17,43.75,91.0,0.4444444444444444,0.6443055555555556,226.875,6,1
FIXED,17,50.833333333333336,137.0,0.3333333333333333,0.4731944444444444,223.5,6,5
FIFO,17,4.294117647058823,18.0,0.2361111111111111,0.62,238.8235294117647,2,0
FIXED,17,54.94117647058823,132.0,0.2361111111111111,0.6730555555555555,223.05882352941177,11,0
FIFO,16,4.4375,13.0,0.2222222222222222,0.5780555555555555,240.0,0,0
FIXED,16,63.0,148.0,0.2222222222222222,0.6490277777777778,223.625,10,0
FIFO,17,28.25,64.0,0.4444444444444444,0.6084722222222222,225.5625,6,1
FIXED,17,58.77777777777778,114.0,0.25,0.35083333333333333,218.0,6,8
FIFO,16,31.0,55.0,0.4444444444444444,0.6181944444444445,227.4375,6,0
FIXED,16,52.166666666666664,113.0,0.3333333333333333,0.4652777777777778,223.5,6,4
FIFO,17,41.75,69.0,0.4444444444444444,0.6769005847953217,230.4375,6,1
FIXED,17,83.77777777777777,135.0,0.25,0.38421052631578945,216.66666666666666,6,8
FIFO,18,10.5,28.0,0.25,0.6727777777777778,238.61111111111111,4,0
FIXED,18,57.333333333333336,108.0,0.25,0.7276388888888888,218.94444444444446,11,0
FIFO,16,8.25,23.0,0.2962962962962963,0.5944444444444444,239.375,2,0
FIXED,16,63.2,110.0,0.2777777777777778,0.6077777777777778,220.6,9,1
FIFO,17,1.5294117647058822,7.0,0.2361111111111111,0.6175,240.0,0,0
FIXED,17,58.294117647058826,122.0,0.2361111111111111,0.6997222222222222,224.52941176470588,10,0
FIFO,16,2.875,17.0,0.2222222222222222,0.5841666666666666,240.0,0,0
FIXED,16,48.0625,101.0,0.2222222222222222,0.6320833333333333,231.125,7,0
FIFO,18,47.5625,87.0,0.4444444444444444,0.6780701754385965,228.0,6,2
FIXED,18,65.0,103.0,0.25,0.37543859649122807,224.0,6,9
FIFO,17,4.9411764705882355,18.0,0.3148148148148148,0.62125,238.1764705882353,3,0
FIXED,17,57.125,144.0,0.2962962962962963,0.6277777777777778,218.25,9,1
FIFO,18,41.75,79.0,0.4444444444444444,0.6386111111111111,228.9375,6,2
FIXED,18,51.36363636363637,122.0,0.3055555555555556,0.43291666666666667,224.1818181818182,6,7
FIFO,18,40.13333333333333,80.0,0.4166666666666667,0.6002777777777778,228.0,6,3
FIXED,18,49.09090909090909,115.0,0.3055555555555556,0.43333333333333335,224.1818181818182,6,7
FIFO,17,8.588235294117647,28.0,0.3148148148148148,0.6261111111111111,236.58823529411765,4,0
FIXED,17,43.375,104.0,0.2962962962962963,0.6147222222222222,225.1875,9,1
FIFO,16,27.8125,63.0,0.4444444444444444,0.6140277777777777,228.75,6,0
FIXED,16,61.5,102.0,0.2222222222222222,0.31972222222222224,222.75,6,8
FIFO,17,6.529411764705882,21.0,0.2361111111111111,0.6244444444444445,240.0,0,0
FIXED,17,53.94117647058823,126.0,0.2361111111111111,0.6813888888888889,230.0,8,0
FIFO,16,34.375,71.0,0.4444444444444444,0.6576023391812865,228.75,6,0
FIXED,16,51.27272727272727,104.0,0.3055555555555556,0.4551169590643275,223.36363636363637,6,5
FIFO,16,25.8125,61.0,0.4444444444444444,0.6084722222222222,228.0,6,0
FIXED,16,53.22222222222222,96.0,0.25,0.3634722222222222,220.33333333333334,6,7
FIFO,18,13.666666666666666,25.0,0.3333333333333333,0.6763888888888889,238.0,3,0
FIXED,18,52.411764705882355,142.0,0.3148148148148148,0.6668055555555555,222.7058823529412,9,1
FIFO,17,12.941176470588236,32.0,0.3148148148148148,0.6744152046783626,238.52941176470588,3,0
FIXED,17,52.76470588235294,148.0,0.3148148148148148,0.7096491228070175,224.8235294117647,9,0
FIFO,17,13.470588235294118,23.0,0.2361111111111111,0.6592105263157895,239.94117647058823,1,0
FIXED,17,60.8125,124.0,0.2222222222222222,0.6564327485380117,222.5625,10,1
FIFO,17,34.625,72.0,0.4444444444444444,0.6291666666666667,228.9375,6,1
FIXED,17,66.55555555555556,137.0,0.25,0.3576388888888889,223.66666666666666,6,8
FIFO,17,12.647058823529411,21.0,0.3148148148148148,0.6301388888888889,239.11764705882354,2,0
FIXED,17,70.71428571428571,145.0,0.25925925925925924,0.55875,217.92857142857142,9,3
FIFO,18,37.6875,77.0,0.4444444444444444,0.6379166666666667,230.0625,6,2
FIXED,18,57.27272727272727,154.0,0.3055555555555556,0.4379166666666667,221.45454545454547,6,7
FIFO,18,15.333333333333334,30.0,0.3333333333333333,0.6738888888888889,236.66666666666666,4,0
FIXED,18,51.0,116.0,0.3148148148148148,0.6613888888888889,224.64705882352942,9,1
FIFO,17,30.0625,75.0,0.4444444444444444,0.61625,227.25,6,1
FIXED,17,55.55555555555556,126.0,0.25,0.3498611111111111,219.0,6,8
FIFO,18,4.888888888888889,14.0,0.25,0.6598611111111111,240.0,0,0
FIXED,18,50.0,107.0,0.25,0.7169444444444445,228.38888888888889,9,0
FIFO,17,30.23076923076923,58.0,0.3611111111111111,0.5288011695906433,228.0,6,4
FIXED,17,40.63636363636363,83.0,0.3055555555555556,0.44941520467836255,223.63636363636363,6,6
FIFO,17,23.933333333333334,61.0,0.4166666666666667,0.5654166666666667,227.6,6,2
FIXED,17,53.25,147.0,0.2222222222222222,0.3075,213.0,6,9
FIFO,17,7.9411764705882355,17.0,0.3148148148148148,0.6306944444444444,239.35294117647058,2,0
FIXED,17,64.625,156.0,0.2962962962962963,0.6493055555555556,219.5625,9,1
FIFO,17,13.941176470588236,23.0,0.3148148148148148,0.63875,238.58823529411765,2,0
FIXED,17,71.25,132.0,0.2222222222222222,0.4840277777777778,219.0,9,5
FIFO,17,0.7647058823529411,6.0,0.2361111111111111,0.6155555555555555,239.94117647058823,1,0
FIXED,17,56.1764705882353,127.0,0.2361111111111111,0.6755555555555556,223.11764705882354,11,0
FIFO,17,2.235294117647059,9.0,0.2361111111111111,0.651608187134503,240.0,0,0
FIXED,17,41.875,128.0,0.2222222222222222,0.6771929824561403,234.75,5,1
FIFO,17,32.9375,59.0,0.4444444444444444,0.6227777777777778,228.5625,6,1
FIXED,17,56.55555555555556,137.0,0.25,0.35736111111111113,220.33333333333334,6,8
FIFO,16,3.4375,16.0,0.2222222222222222,0.6121345029239766,238.25,3,0
FIXED,16,37.8125,128.0,0.2222222222222222,0.6614035087719298,227.25,9,0
FIFO,17,13.764705882352942,23.0,0.3148148148148148,0.6376388888888889,239.23529411764707,2,0
FIXED,17,57.3125,149.0,0.2962962962962963,0.6319444444444444,222.75,9,1
